timestamp,frame,tracker_id,speed_kmh
1756456089.528092,208,11,22.248
1756456089.528092,208,12,42.731
1756456089.916639,209,2,29.988
1756456089.916639,209,8,657.773
1756456089.916639,209,9,53.464
1756456089.916639,209,11,23.135
1756456089.916639,209,12,44.176
1756456090.2959003,210,2,28.780
1756456090.2959003,210,8,685.506
1756456090.2959003,210,9,51.851
1756456090.2959003,210,11,23.206
1756456090.2959003,210,12,44.639
1756456090.6663954,211,2,28.842
1756456090.6663954,211,8,715.950
1756456090.6673956,211,9,50.318
1756456090.6673956,211,11,23.241
1756456090.6673956,211,12,44.784
1756456091.0470037,212,2,29.527
1756456091.0470037,212,8,746.110
1756456091.0470037,212,9,50.361
1756456091.0470037,212,11,22.434
1756456091.0470037,212,12,44.680
1756456091.4845772,213,2,29.251
1756456091.4845772,213,8,800.889
1756456091.4845772,213,9,49.532
1756456091.4845772,213,11,23.520
1756456091.4845772,213,12,45.446
1756456091.928688,214,2,28.167
1756456091.928688,214,8,845.767
1756456091.928688,214,9,50.162
1756456091.928688,214,11,23.001
1756456091.928688,214,12,46.037
1756456092.2495377,215,2,27.229
1756456092.2495377,215,8,892.423
1756456092.2495377,215,9,48.781
1756456092.2495377,215,11,23.402
1756456092.2495377,215,12,46.397
1756456092.649566,216,2,27.532
1756456092.649566,216,8,952.325
1756456092.649566,216,9,48.718
1756456092.649566,216,11,23.991
1756456092.649566,216,12,48.665
1756456093.041509,217,2,26.975
1756456093.041509,217,8,1007.688
1756456093.041509,217,9,47.751
1756456093.041509,217,11,25.204
1756456093.041509,217,12,48.842
1756456093.4620893,218,2,26.567
1756456093.4620893,218,8,1078.403
1756456093.4620893,218,9,45.914
1756456093.4620893,218,11,26.369
1756456093.4620893,218,12,49.215
1756456093.8578641,219,2,25.157
1756456093.8578641,219,8,1141.013
1756456093.8578641,219,9,44.304
1756456093.8578641,219,11,27.455
1756456093.8578641,219,12,49.181
1756456094.2097137,220,2,26.764
1756456094.2097137,220,8,1203.980
1756456094.2097137,220,9,45.711
1756456094.2097137,220,11,28.031
1756456094.2097137,220,12,49.035
1756456094.6256049,221,2,26.916
1756456094.6256049,221,8,1290.485
1756456094.6256049,221,9,45.702
1756456094.6256049,221,11,28.449
1756456094.6256049,221,12,48.531
1756456094.995904,222,2,28.317
1756456094.995904,222,8,1375.276
1756456094.995904,222,9,45.412
1756456094.995904,222,11,28.980
1756456094.995904,222,12,48.066
1756456095.4066346,223,2,28.838
1756456095.4066346,223,8,1461.320
1756456095.4066346,223,9,45.033
1756456095.4066346,223,11,30.587
1756456095.4066346,223,12,49.790
1756456095.780007,224,2,30.405
1756456095.780007,224,8,1570.708
1756456095.780007,224,9,44.074
1756456095.780007,224,11,30.888
1756456095.780007,224,12,50.277
1756456096.1590788,225,2,31.792
1756456096.1590788,225,8,1731.118
1756456096.1590788,225,9,43.343
